id,category,text,true_label,bert_pred,bert_confidence,distilbert_pred,distilbert_confidence,text_length_words,has_negation,n_negations,has_contrastive
10942,bert_only_correct,"Now, I like the Bollywood films and I'm very glad they have recently gained success in the UK. However, Suneel Darshan's latest effort is a deeply flawed film from start to finish.<br /><br />The idea of a modern-Bollywood take on Amadeus was quite an exciting one, that is until the two supposed 'musicians' appear on the scene looking as if they have never touched a piece of manuscript in their lives. Upen Patel is a very good looking man, and the film plays to his narcissistic sensibilities, but he is never once believable as a modern Mozart. In terms of acting, all he can do is stand there and pout. His expressions, hair and clothes all look the same throughout, including the scene where he is supposedly 'dying', when in fact he appears to have nothing but a slight sniffle. Bobby Deol, playing the Salieri role, does his best to liven up what little wooden script there is but, alas, just comes across as a little bit angry when he is supposed to be fuming with jealousy.<br /><br />Bollywood films are widely renowned for their stunning set-pieces and colour schemes, but Shaklaka looks like a drab BBC drama reproduction. In fact, the closest thing Shakalaka comes to is Hollyoaks, as it blatantly hides a really bad script behind beautiful people looking, well, beautiful. ""He has yet to reach mediocrity"" - the same could be said for the totally forgetful songs.<br /><br />In short, Darshan's latest offering has no boom, bang, wallop or twang. Instead it merely plods along with its head held low hoping to catch your attention with a soft tap on the shoulder. And that is not good enough at all.",0,0,0.9976311922073364,1,0.9967250227928162,283,1,4,1
24849,bert_only_correct,"Sheba Baby is always underrated most likely because it has a pg rating instead of the usual r rating that a Grier movie gets. all that the pg means is that Pam doesn't take her top off, she takes her top off in every other movie she's been in though so. it is more exciting than Coffy, more action. it takes off slow but by the time she's on screen the thrills have started. like Dolemite d'urville martin is the heavy trying to get Sheba's father, but she ain't having that. she wages a one woman war against martin and his gang of cronies. the best scene is with a stupid pimp in his car which i'm still laughing about. i thought it would be stupid because of the pg rating but i was wrong it replaces sex with violence and in a blaxplotation film that can only be good!",1,1,0.9899613857269288,0,0.9965270161628724,150,1,2,1
8759,bert_only_correct,"I loved this movie when it first came out(but i was just 12 years old then - and I had forgotten this film existed until one day I found a used copy for sale at a gas station. I bought it and I couldn't wait to watch this film that had I loved as a kid, and then as I saw this film again many years later,it hit me.... Why in the world did I like this film as a Kid, watching it again as an adult I realized that this film is terrible. The saddest part about this film is that they had everything in place to make the greatest western ever and they blew it!!! the costumes are perfect,good actors, there are 2 music scores the orchestrail score is wonderful, and keeps with the classic spirit of the old timey Lone Ranger alive, the second score is a series of songs by country music artest like Merle Haggerd, and The Statler Brothers and those songs like ""The Man in the Mask"" are so bad that they are funny. This movies Strongest point is that it had a Briliant Storyline, and one of the best Western plots ever, and for a while its fun to watch as John Reid is nursed back to health,after he and his fellow Rangers are ambushed.Its fun to see him grow into his new life and Identity as the Lone Ranger,as he concels his identity, and goes on a revenge run to get the gang responsible for killing his brother and all his fellow rangers to whom he rode with. But unfortunatly,as good as the storyline is, its all ruined by Merle Haggard Narrating everything as you are watching it happen(for the love of God why did they do that?) between Merle Haggard's Narration and The Statler Brothers singing corny(stupid) songs like ""Ride little cowboy"" being playing in the backgound make this movie impossible to take serious. I would Love to see a really good producer take this same script and story and re-do this film right,because at the heart of this silly film is a great western.---I would descibe this film as a beautiful woman dress in the ugliest clothing. I give it 4 stars out of 10 --if your 12 years old, and dont know better, then you might love it.",0,0,0.9760254621505736,1,0.996503472328186,389,1,1,1
18647,bert_only_correct,"God bless Joe D'Amato...I love Italian horror, cheese (movie-wise ;)), sci-fi, etc.<br /><br />This one, admittedly, was a bit harder to watch, but another fun BAD movie.<br /><br />I like how people preface a negative review with ""I normally enjoy bad movies, but..."" No buts, this was a bad movie FOR people who love bad movies. It's one of my top bad movies.<br /><br />Miles O'Keefe was a poor man's Conan, but oh what fun. Who can't have fun with a primitive nuclear bomb, a hangglider and a cheesy rubber monster? It's fine to hate this movie if you only like Hollywood drek like ""Titanic"" or ""Pretty Woman"" but if you truly, I mean TRULY love bad movies, check this one out.<br /><br />This is one of those movies that are fun to rent for a beerbust or when you have a couple buddies around and looking for a little mindless fun.<br /><br />My rating 8/10.",1,1,0.8727843761444092,0,0.9964603781700134,156,1,2,1
8403,bert_only_correct,"Last night I got to see an early preview screener of Prozac Nation. Because I love everything that Christina Ricci does I was very excited at first, but as the movie continued I started to wonder where it was going. Based on a true story, it is simply about Christina Ricci's character and her struggle with depression, drugs, friends and family as you can probably tell from the title. In my opinion this movie moved too fast, and it was way too dramatic. I would say there was a dramatic moment every five minutes, and the movie moved through her life extremely fast, and this left no room for us to connect with Christina Ricci's character. Christina Ricci's performance was fantastic as always but Jessica Lange stood out throughout the whole movie, and I believe this movie's success will be all because of her and Christina Ricci. I would rate this 4 out of 10 and I would suggest you rent this one or read the books by Elizabeth Wurtzel they are good and definitely worth checking out.",0,0,0.9972062706947328,1,0.9964597821235656,178,1,1,1
9064,bert_only_correct,"'Carolina Moon' is an adequate made-for-TV movie about a girl with psychic powers who returns to the town where<br /><br />she grew up in and where her childhood best friend was murdered. Turns out that every year on the same date another<br /><br />young girl is murdered and Tori, played by Claire Forlani, must solve the mystery before she ends up dead. Claire Forlani (Meet Joe Black, CSI New York) is the female lead and does a pretty good job of it, ably supported by the rather delicious Oliver Hudsom and a still luminous Jacqueline Bisset. The script, adapted from a Nora Roberts novel, is bog-standard and the plot<br /><br />is tediously predictable. That, however, is offset again by, like I said, the rather delicious Oliver Hudson.",0,0,0.9981759786605836,1,0.9964403510093688,127,1,0,1
479,bert_only_correct,"Ron Howard and his ""editors"" only had one job to do... Follow the guidelines of the book which was ""rich"", ""mysterious"", ""moving"" and highly cinematic in its approach! <br /><br />What they did? They changed EVERYTHING and I mean EVERYTHING! What is left is something that has no right being called ""Angels & Daemons""! <br /><br />I really love the book and find it very hard to see it being treated this way!<br /><br />I wonder what was the opinion of Dan Brown himself for ""this"" film.<br /><br />I really have no patience to sit down and right the 1.000.000 changes they made, it is pointless.......",0,0,0.9371272325515748,1,0.996384620666504,106,1,2,0
7789,bert_only_correct,"These days, Ridley Scott is one of the top directors and producers and can command huge sums to helm movies--especially since he has films like ALIEN, GLADIATOR and BLADE RUNNER to his credit. So from this partial list of his credits, it's obvious he's an amazing talent. However, if you watch this very early effort that he made while in film school, you'd probably have a hard time telling that he was destined for greatness. That's because although it has some nice camera-work and style, the film is hopelessly dull and uninvolving. However, considering that it wasn't meant for general release and it was only a training ground, then I am disposed to looking at it charitably--hence the score of 4.<br /><br />By the way, this film is part of the CINEMA 16: European Shorts DVD. On this DVD are 16 shorts. Most aren't great, though because it contains THE MAN WITHOUT A HEAD, COPY SHOP, RABBIT and WASP, it's an amazing DVD for lovers of short films and well worth buying.",0,0,0.997651994228363,1,0.9963678121566772,172,1,2,1
12006,bert_only_correct,"It's a bit unnerving when a studio declines to screen a film for the press before it goes into wide release. That many movies suck is no surprise, but when a studio itself admits as much ahead of time, the process of movie-going becomes a passion play of sorts. Consider it an early Christmas gift from Hollywood, then, that ""Aeon Flux"" isn't nearly the affront to taste and decency one might expect, given the above. Though ultimately overwhelmed by its flaws, it at least has (sort of) an idea with which to toy around. Too bad director Karyn Kusama seems to have little clue how to execute it all.<br /><br />It's the future. There's been a plague. There is a dictatorship, and there are rebels. The latter are known as the Monicans, and far from being a cult of beret or tennis racket worshipers, they're into attempts to overthrow the former, called the Goodchild regime. The regime is occasionally mean to the citizenry, which is more than Aeon Flux (Charlize Theron) and her pals can stand. Through some sort of biochemical virtual reality technology, the Monicans receive orders from their dear leader (Frances McDormand), a mystical priestess-type who appears to have been cross-bred with a carrot. It falls to Aeon to strap on some form-fitting, futuristic spandex get-ups to carry out the High Carrot's orders, which are of course some version of ""destroy the regime."" Having years earlier watched her sister get liquidated by the Goodchilds, she needs little convincing.<br /><br />Not surprisingly, things get complicated. The Goodchilds might not be quite what they seem, and Aeon herself might have an unexpected history with them. Though occasionally muddled, the film's central conceit (of which I won't reveal more) contains some neat notions about the nature of human existence and survival. There's room for much more examination of which the film doesn't take advantage, but the ideas are there, at least. The big problems of ""Aeon Flux"" are technical. Kusama has made the baffling decision to film nearly all the action so close that we can rarely follow what's going on. To make matters worse, it's edited in a flurry of jump cuts that leave us completely lost. The result is some serious spacial disorientation that takes over the film. ""Aeon Flux""'s aesthetic is one of sleek costume, oddly-angled architecture, and nimble characters. Much of the action occurs in minimalist, open spaces that beg for some unbroken long shots that might convey the grace and athleticism implied by the above. Instead, we get split seconds of flying limbs, breaking glass, and accompanying sound effects.<br /><br />There is a pretty good movie trying to get out of the morass of ""Aeon Flux."" Put this stuff in the hands of the Wachowski brothers, say, and the results could be quite different. As it is, though, I felt like ""Aeon Flux"" was willfully pushing me away from a movie I wanted to enjoy. This film is unattuned to its own strengths. Like a novice poker player dealt a royal flush, it somehow finds a way to lose in spite of its potential.",0,0,0.669842541217804,1,0.996304988861084,518,1,5,1
24524,bert_only_correct,"Being raised at the time this movie was released has probably influenced my shallow mind, but still, this isn't a bad movie by any means. It's a movie about a hostage situation involving a prep school populated to some extent by endearing teenage boys who can't seem to get out of trouble. What's wrong with that? It doesn't have any big special effects, but so what? Who needs special effects? Cinema's decline began around the same time that special effects were popularized. A coincidence? I think not. It turned movies with potentially good plot and feelings and turned them into a big, substance-less light show for innocent kids and the self-medicated. Well, you know, not all movies need special effects. About three fourths of the movies on the IMDb top 250 are without special effects, but almost all of the Top Grossing movies of all time have some special effects. Think about it: Star Wars, E.T., Ghostbusters, etc. All good movies, but the rest of the top-grossing movies are usually cliched tripe with non-sensical plots and lots of eye candy. Well some movies don't need ny of that junk.<br /><br />Excuse me for going off on a tangent, which I normally do, but I'm just so fed up with that special effects junk. Back to the point: Toy Soldiers is simply a great movie. I admit, some of the content is a little corny and ripped off, but so what, every movie rips off another to some extent. Think of Resovoir Dogs. Countless ""appreciation"" sites dictate the fact that beloved Quentin Tarentino, who I admit I like, has copied many, many, many movies in the making of his first major film Reservoir Dogs. Many say that the entire plot is ripped off almost scene for scene from japanese and chinese gangster movies which Mr. Tarentino loved so much, and probably still does. Sorry once again for the tangent.<br /><br />Toy Soldiers is fun. It has the whole insubordination from teenagers to unwanted members of authority, i.e. hostage takers. It's fun to see kids take over when they're being held to something they don't want to do. Hell, teenage angst-inspired rebelion was the key topic to a great majority to 80's comedies. Plus there's the tension and thrill of having the characters use fire-arms and knock out the bad guys, etc. Plus there's some emotional points to the film. When one of the characters dies the others have to cope and adjust. It's not perfect acting but it beats most of the other tripe out there.<br /><br />In short, Toy Soldiers is exciting, interesting, and fun. How dare you jaded blowhards rate this movie poorly! Shame on you all!<br /><br />Personal rating: 8/10",1,1,0.927506685256958,0,0.9962280988693236,452,1,7,1
9296,bert_only_correct,This film's a big bore. It has a plenty of Predictable plots & endless sentiments from the start. It starts good with a classy number but seems lost midway.<br /><br />Surya & Jyothika's on screen chemistry works out really good & a good part by Bhoomika. Why include Vadivelu in it? He disappears totally after a good half an hour!. Santhanam proves his wit again by timing comedy.<br /><br />AR's tunes sure will last for sometime. But he could have done better. What ever be the drawbacks still it's worth watching once if you feel alone at home or looking for a good time-pass.,0,0,0.9934865236282348,1,0.9961236119270324,104,1,0,1
2351,bert_only_correct,"Talk about marketing. The poster/home video cover of 'The New Twenty' broadcasts a half-naked male in a ""Wolfe Video."" For those familiar with the gay-themed movies  this broadcasts a ""must-see."" (I loved reading one reviewer (from another site) stating they had been ""tricked"" into seeing a ""Sodomite"" movie. Are you serious? The tagline itself as the word ""gay."" The Lord gives you eyes, yet you cannot see) That being said, despite the number of gay characters, stereotyped, no less (see: the lonely gay, the AIDS victim gay and the closeted gay) it's more about long-term friendship and characters that grow apart. In fact, if anything, there's more (here's one for Christians to complain about) heterosexual couples having sex outside of, gasp!, marriage. Not to mention backstabbing, drinking to excess and drug usage. I see this more of a made for TV-Logo or Showtime movie than big screen effort. Sure, I loved the cinematography, some of the actors could act and I always love seeing a big-group-of-friends that actually act like they've known each other for a million years. But we've see this all before. Nothing really ""new"" here. Barely an original idea  hence bringing back the same 'ole ""I have AIDS, let's deal with that"" for a good portion of the movie and boy, our friend has a serious drug problem, but let's not deal with that until it's almost too late. That's so (US) 'Queer as Folk' and 'Broken Hearts Club,' respectfully. The film deals with a group of college buddies, now grown (in size not minds) who have to eventually grow up and each trying their best while failing. Strangely, as in most of these independent movies, the most interesting, to me at least, was the heavier-set one, Ben. He stole each scene, but, again, there wasn't much to take.",0,0,0.9915536046028136,1,0.996113896369934,305,1,5,1
2964,bert_only_correct,"One of the many silent comedies Stan Laurel featured in before he teamed with Oliver Hardy, 'Mud and Sand' is a ho-hum hokum. The story is badly disjointed - though this could be because of the modern-day edit - and the humor itself is not at all inventive.<br /><br />Potential plotlines are started and ignored; for instance, Stan's promise to make Fillet de Sole pay for what she's done to him never comes to fruition. Stan's character doesn't seem very centered, either, but this is a common criticism of his work before he developed 'Stanley' of Laurel & Hardy fame, so it might be that I was just expecting to see this shortcoming.<br /><br />I strongly believe that all the silent films should be preserved and viewed, and I'm glad this one is still available. It's just not a great film.",0,0,0.9892593622207642,1,0.9961050748825072,141,1,4,1
4063,bert_only_correct,"I know that many people will/have automatically given this film a rating of 1, just because it doesn't have the huge budget and top-of-the-line special effects that they are used to. I, however, knew what I was getting myself into when I popped this into the VCR.<br /><br />I don't think we get much more low-budget that this, unless we are filming a family reunion. The lighting is awful, sound quality is at times incomprehensible, and the acting is ultra-bad by almost all involved. BUT, this is still a fun movie and the plot is interesting enough. It centers around a fellow named Tom Russo (Asbestos Felt), who has been down on his luck with his job. He is very protective of his wife and does not allow her to work, putting even more pressure on himself. As he begins working more hours, we see him slowly transcend into madness and obsession and he becomes suspicious that his wife cheating on him and begins to brutally murder the various men (most repair guys) that he feels are responsible. <br /><br />I must say that the gore effects are extremely cheap, but fit with the overall tone of the film.. The brutal ways that Tom Russo comes up with to murder these men gives us an idea of just has mad he has become. The pacing of the film is also very good and there is rarely a boring moment. The ending really doesn't follow the rest of the plot of the film, as it seems to want to go from a psycho-slasher film, to a ""Dawn of the Dead"" wannabe, but it is entertaining nonetheless and I must give Tim Ritter credit for wanting to use an unconventional ending. <br /><br />I can honestly say that I enjoyed this film, but it is by no means a good film, if that makes sense. It's budget is its main stumbling block and the consequences are almost too much to overlook. I DO NOT recommend this to people who are totally spoiled by the big-budget movies and who can't have an open-mind to ultra-low budget films. You simply won't enjoy it. For others, and fans of gore--I say give it a shot. You will find at least SOMETHING redeeming in it! <br /><br />My Grade: D",0,0,0.984377920627594,1,0.9960858821868896,384,1,8,1
