id,category,sentence1,sentence2,true_label,bert_pred,bert_confidence,distilbert_pred,distilbert_confidence,text_length_words,has_negation,n_negations,has_contrastive
323,distilbert_only_correct,"Sony said the PSP would also feature a 4.5-inch LCD screen , Memory Stick expansion slots .",It also features a 4.5 in back-lit LCD screen and memory expansion facilities .,1,0,0.74949049949646,1,0.8628440499305725,31,0,0,0
130,distilbert_only_correct,"Second-quarter results reflected a gain of 10 cents per diluted share , while the 2002 results included a loss of 19 cents per diluted share .",The second-quarter results had a non-operating gain of 10 cents a share while the 2002 second-quarter performance had a net non-operating loss of 19 cents a share .,1,0,0.7431834936141968,1,0.9645048379898072,54,1,0,0
158,distilbert_only_correct,"Morrill 's wife , Ellie , sobbed and hugged Bondeson 's sister-in-law during the service .","At the service Morrill 's widow , Ellie , sobbed and hugged Bondeson 's sister-in-law as people consoled her .",0,1,0.7294067740440369,0,0.5410012602806091,36,0,0,0
191,distilbert_only_correct,The WHO experts didn 't say how many cases in Hebei were in rural areas .,"Hebei has reported 191 cases and eight deaths , though the WHO experts did not say how many were in rural areas .",0,1,0.7207790017127991,0,0.7462359666824341,39,1,1,1
284,distilbert_only_correct,"Rosenthal is hereby sentenced to custody of the Federal Bureau of prisons for one day with credit for time served , "" Breyer said to tumultuous cheers in the courtroom .",""" Rosenthal is hereby sentenced to custody of the Federal Bureau of Prisons for one day with credit for time served . """,0,1,0.6968749165534973,0,0.7154147028923035,54,0,0,0
251,distilbert_only_correct,""" We think that the United States of America should support the free speech of all groups , "" Mr. White said , objecting to Mr. Olson 's recommendation .","We think that the United States of America should support the free speech of all groups , he said .",0,1,0.6697559356689453,0,0.6241489052772522,50,0,0,0
210,distilbert_only_correct,The poll had a margin of error of plus or minus 2 percentage points .,It had a margin of sampling error of plus or minus four percentage points and was conducted Thursday through Saturday .,0,1,0.6581000685691833,0,0.6676048040390015,36,0,0,0
44,distilbert_only_correct,"After losing as much as 84.56 earlier , the Dow Jones industrial average closed up 22.81 , or 0.2 percent , at 9,340.45 .","In midday trading , the Dow Jones industrial average lost 68.84 , or 0.7 percent , to 9,248.80 .",0,1,0.6511024832725525,0,0.8348925709724426,43,0,0,0
101,distilbert_only_correct,U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America .,"U.S. stocks rose slightly on feather-light volume on Friday , as Wall Street regrouped after the biggest-ever power outage in North America .",1,0,0.6294205784797668,1,0.7663984894752502,54,1,0,0
233,distilbert_only_correct,"The player 's eyes were bloodshot and a blood-alcohol test produced a reading of 0.18 - well above Tennessee 's level of presumed intoxication of 0.10 , the report said .","He failed a field sobriety test and a blood-alcohol test produced a reading of 0.18 – well above Tennessee 's level of presumed intoxication of 0.10 , the report said .",1,0,0.6188988089561462,1,0.6206179857254028,62,0,0,0
237,distilbert_only_correct,"Asked if the delegates could leave on Friday , police intelligence chief in Aceh , Surya Dharma , told reporters they could not because they did not have proper permission .","Asked if the delegates could leave on Friday , police intelligence chief Surya Dharma told reporters : "" Of course they may not go .",0,1,0.61629319190979,0,0.6956096887588501,56,1,3,0
159,distilbert_only_correct,"Spansion products are to be available from both AMD and Fujitsu , AMD said .",Spansion Flash memory solutions are available worldwide from AMD and Fujitsu .,1,0,0.6131300926208496,1,0.9731497168540956,27,0,0,0
22,distilbert_only_correct,"The driver , Eugene Rogers , helped to remove children from the bus , Wood said .","At the accident scene , the driver was "" covered in blood "" but helped to remove children , Wood said .",0,1,0.5910056829452515,0,0.6628861427307129,39,1,0,1
243,distilbert_only_correct,""" They 've been in the stores for over six weeks , "" says Carney .","The quarterlies usually stay in stores for between six to eight weeks , "" Carney added .",1,0,0.5847089290618896,1,0.9310409426689148,33,0,0,0
65,distilbert_only_correct,"The Dow Jones industrial average ended the day down 10.89 at 9,837.94 , after advancing 111.04 Wednesday .","The Dow Jones industrial average fell 10.89 points , or 0.11 percent , to 9,837.94 .",0,1,0.580905020236969,0,0.8011923432350159,34,0,0,0
355,distilbert_only_correct,Altria shares fell 2.5 percent or $ 1.11 to $ 42.57 and were the Dow 's biggest percentage loser .,"Its shares fell $ 9.61 to $ 50.26 , ranking as the NYSE 's most-active issue and its biggest percentage loser .",0,1,0.5765305161476135,0,0.7918176651000977,42,0,0,0
375,distilbert_only_correct,"The euro was at 1.5281 versus the Swiss franc EURCHF = , up 0.2 percent on the session , after hitting its highest since mid-2001 around 1.5292 earlier in the session .",The euro was steady versus the Swiss franc after hitting its highest since mid-2001 of 1.5261 earlier in the session .,0,1,0.5759276151657104,0,0.6521844863891602,53,0,0,0
68,distilbert_only_correct,""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" Fraley said , adding that 18 countries have adopted biotechnology .",""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" said Robert Fraley , Monsanto 's executive vice president .",0,1,0.5720250010490417,0,0.6206425428390503,61,1,0,0
49,distilbert_only_correct,"United issued a statement saying it will "" work professionally and cooperatively with all its unions . ""","Senior vice president Sara Fields said the airline "" will work professionally and cooperatively with all our unions . """,1,0,0.5492699146270752,1,0.9724304676055908,38,0,0,0
270,distilbert_only_correct,"In the weeks leading up to the execution , several Florida officials received anonymous threatening letters .","Several Florida officials connected to the case have received threatening letters , accompanied by rifle bullets .",0,1,0.5464568734169006,0,0.7177410125732422,34,1,0,0
315,distilbert_only_correct,Lu reclined in a soft chair wearing a woolly coat near the blackened capsule .,""" It 's great to be back home , "" said Lu , dressed in a woolly coat near the blackened capsule .",0,1,0.5410560965538025,0,0.5128015875816345,38,0,0,0
268,distilbert_only_correct,"The Calgary woman , who is in her twenties , donated blood on Aug. 7 .",The woman -- who has no symptoms of illness -- donated blood Aug. 7 .,0,1,0.5119501948356628,0,0.5254886746406555,31,1,1,0
132,distilbert_only_correct,"Worldwide , more than 50 million people have seen "" Les Miz , "" with gross receipts of $ 1.8 billion .","Worldwide , Les Misérables has been seen by over 50 million people , with a total gross of over $ 2 billion .",1,0,0.5115772485733032,1,0.9340004920959472,45,0,0,0
141,distilbert_only_correct,The Neighbours star and singer spent yesterday resting at her family home in Sydney and will have more tests today .,Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment .,0,1,0.5101696848869324,0,0.6530752778053284,43,0,0,0
